Day,Month,Term Used,Title,URL,Year,barbarian,barbaric,extremis,fanatic,fundamentalis,jihad,militant,murder,radical,refugee,terror,terrorism,terrorist,violence,violent
30,Mar.,True,Court: NYPD can surveil in secret,https://link.galegroup.com/apps/doc/A532784334/SPN.SP01?u=nypl&sid=SPN.SP01&xid=55789051,2018,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
21,Mar.,True,Free Advice for McCray: Sever Ties With Sarsour,https://link.galegroup.com/apps/doc/A531721675/SPN.SP01?u=nypl&sid=SPN.SP01&xid=ed767279,2018,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
15,Mar.,True,FAST TAKES,https://link.galegroup.com/apps/doc/A531078885/SPN.SP01?u=nypl&sid=SPN.SP01&xid=bb2a83e5,2018,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10,Mar.,False,Overlooking Anti-Semitism: The Left's Blind Eye to Hate,https://link.galegroup.com/apps/doc/A530727884/SPN.SP01?u=nypl&sid=SPN.SP01&xid=22e7cfb6,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Mar.,True,STUNG BY STATE Undercover source due 2010 pay,https://link.galegroup.com/apps/doc/A529897777/SPN.SP01?u=nypl&sid=SPN.SP01&xid=332ae607,2018,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
4,Mar.,True,POSTSCRIPT - OPINIONS & IDEAS; Humanity Getting better all the time Think the world's going to hell in a handbasket? Stats from a new book show the opposite is true,https://link.galegroup.com/apps/doc/A529897784/SPN.SP01?u=nypl&sid=SPN.SP01&xid=03d48fd0,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,Mar.,False,Heat's on firehouse DOI probing Muslim Bravest's bully claims,https://link.galegroup.com/apps/doc/A529897834/SPN.SP01?u=nypl&sid=SPN.SP01&xid=98266fe2,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Mar.,False,Sarsour 'harass' ally sues,https://link.galegroup.com/apps/doc/A529897841/SPN.SP01?u=nypl&sid=SPN.SP01&xid=7f157d28,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Mar.,False,FAST TAKES,https://link.galegroup.com/apps/doc/A529860585/SPN.SP01?u=nypl&sid=SPN.SP01&xid=34dec78a,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Mar.,False,A Tyrant - and a Sick One,https://link.galegroup.com/apps/doc/A529496003/SPN.SP01?u=nypl&sid=SPN.SP01&xid=4a1b9c13,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,Mar.,False,Insta sisters' Islam issue,https://link.galegroup.com/apps/doc/A529364821/SPN.SP01?u=nypl&sid=SPN.SP01&xid=bc869aac,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,Feb.,True,Driven Out by Bigotry: Jews' Flight From France,https://link.galegroup.com/apps/doc/A529228530/SPN.SP01?u=nypl&sid=SPN.SP01&xid=837de9d6,2018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
