Day,Month,Term Used,Title,URL,Year,barbarian,barbaric,extremis,fanatic,fundamentalis,jihad,militant,murder,radical,refugee,terror,terrorism,terrorist,violence,violent
23,July,False,2017 ECLIPSE SPECIAL HERE COMES THE SUN - AND MOON! Rare total eclipse to enthrall US - and threaten traffic jam of the Millennium,https://link.galegroup.com/apps/doc/A499123619/SPN.SP01?u=nypl&sid=SPN.SP01&xid=3cf3f0b7,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,July,False,Sean ... but not forgotten Quits over Trump's hiring of financier,https://link.galegroup.com/apps/doc/A499097408/SPN.SP01?u=nypl&sid=SPN.SP01&xid=6f3d062f,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,July,False,Safety on Simpson 'Protective' cell before parole,https://link.galegroup.com/apps/doc/A499097450/SPN.SP01?u=nypl&sid=SPN.SP01&xid=56270f81,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,July,True,JUICE CUT LOOSE O.J. scores a prison break Board OKs parole in armed robbery Could be set free as soon as Oct. 1,https://link.galegroup.com/apps/doc/A498967304/SPN.SP01?u=nypl&sid=SPN.SP01&xid=321f2f24,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21,July,True,JUICE CUT LOOSE O.J. scores a prison break Board OKs parole in armed robbery Could be set free as soon as Oct. 1,https://link.galegroup.com/apps/doc/A498967343/SPN.SP01?u=nypl&sid=SPN.SP01&xid=9eeca72c,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,July,False,'I have to get her out of this trauma' [Exclusive] Husband reveals gang-attack victim's anguish - and her deep faith,https://link.galegroup.com/apps/doc/A498678853/SPN.SP01?u=nypl&sid=SPN.SP01&xid=50328875,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,July,True,"You don't have a prayer, pal! Churchgoer-assault suspect: I'm religious",https://link.galegroup.com/apps/doc/A498689457/SPN.SP01?u=nypl&sid=SPN.SP01&xid=f5ad847b,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16,July,False,Uber driver a holy roller 'Hail' Mary: Minister uses cab as church-on-wheels,https://link.galegroup.com/apps/doc/A498689465/SPN.SP01?u=nypl&sid=SPN.SP01&xid=10d627c8,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,July,True,Egypt resort stab spree kills 2 Fiend swims in to slay tourists,https://link.galegroup.com/apps/doc/A498689505/SPN.SP01?u=nypl&sid=SPN.SP01&xid=c048bdc3,2017,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
16,July,False,* Jailhouse Interview GOD AWFUL Churchgoer sex-attack suspect: 'I'm a Christian' * How 'SNL' staffer wooed Ben Affleck Pages 16-17 * Tan Mom's revenge Pages 10-11 * Game ON! Around the world with 'Thrones' Pages 28-29,https://link.galegroup.com/apps/doc/A498689556/SPN.SP01?u=nypl&sid=SPN.SP01&xid=4d6f8f58,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,July,False,* Jailhouse Interview GOD AWFUL Churchgoer sex-attack suspect: 'I'm a Christian' * Yanks win Boston marathon SEE SPORTS * How 'SNL' staffer wooed Ben Affleck Pages 16-17 * Game ON! Around the world with 'Thrones' Pages 28-29,https://link.galegroup.com/apps/doc/A498689557/SPN.SP01?u=nypl&sid=SPN.SP01&xid=909cfac3,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,July,False,FAST TAKES,https://link.galegroup.com/apps/doc/A498608784/SPN.SP01?u=nypl&sid=SPN.SP01&xid=3380cbe7,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,July,False,GOP's health plan looks DOA Key senators claim revised bill deathly ill,https://link.galegroup.com/apps/doc/A498486725/SPN.SP01?u=nypl&sid=SPN.SP01&xid=f2460a8d,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,July,False,Prez says: I'm bad for Vlad,https://link.galegroup.com/apps/doc/A498405391/SPN.SP01?u=nypl&sid=SPN.SP01&xid=58a8e67d,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,July,False,UN's Latest Jab at Israel: Bid To Erase Jewish History,https://link.galegroup.com/apps/doc/A498334383/SPN.SP01?u=nypl&sid=SPN.SP01&xid=d521519b,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,July,True,"Oh, give it a wrest, Don Now he goes to mat vs. CNN on Twitter",https://link.galegroup.com/apps/doc/A497620016/SPN.SP01?u=nypl&sid=SPN.SP01&xid=852439f5,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,July,True,The Left's Sick Double-Standard,https://link.galegroup.com/apps/doc/A497608905/SPN.SP01?u=nypl&sid=SPN.SP01&xid=e27d4b4f,2017,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
30,June,True,Liberals are anything but on illiberal radical Islam Left is intolerant when it slams brave Muslims who slam Sharia,https://link.galegroup.com/apps/doc/A497433846/SPN.SP01?u=nypl&sid=SPN.SP01&xid=3bee05cb,2017,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True
27,June,False,Supreme Court,https://link.galegroup.com/apps/doc/A497063393/SPN.SP01?u=nypl&sid=SPN.SP01&xid=9d0f3eed,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,June,False,"A goyous occasion Shul OKs interfaith nups, 'but raise kids Jewish'",https://link.galegroup.com/apps/doc/A496957805/SPN.SP01?u=nypl&sid=SPN.SP01&xid=00a0bcbd,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,June,False,Slurred speech Media shows double-standard,https://link.galegroup.com/apps/doc/A496593594/SPN.SP01?u=nypl&sid=SPN.SP01&xid=50da30ed,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,June,True,Moguls shimmy to wild Weeknd,https://link.galegroup.com/apps/doc/A496112007/SPN.SP01?u=nypl&sid=SPN.SP01&xid=fa0e2173,2017,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15,June,False,WEIRD BUT TRUE,https://link.galegroup.com/apps/doc/A495619352/SPN.SP01?u=nypl&sid=SPN.SP01&xid=7528545d,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,June,False,Media City Summer porn harvest fest,https://link.galegroup.com/apps/doc/A495411212/SPN.SP01?u=nypl&sid=SPN.SP01&xid=61e46f84,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,June,True,FAST TAKES,https://link.galegroup.com/apps/doc/A494921136/SPN.SP01?u=nypl&sid=SPN.SP01&xid=949ba362,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8,June,True,Shoot defense: Boy not target,https://link.galegroup.com/apps/doc/A495504031/SPN.SP01?u=nypl&sid=SPN.SP01&xid=d8242bf9,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,June,True,Answering London,https://link.galegroup.com/apps/doc/A494434072/SPN.SP01?u=nypl&sid=SPN.SP01&xid=daae600a,2017,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
4,June,True,Jihadis' bloody Ramadan,https://link.galegroup.com/apps/doc/A495503744/SPN.SP01?u=nypl&sid=SPN.SP01&xid=b53e41a1,2017,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
4,June,False,TV 8 THINGS TO WATCH THIS WEEK,https://link.galegroup.com/apps/doc/A495503761/SPN.SP01?u=nypl&sid=SPN.SP01&xid=717d5ef5,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,June,False,"THE $10,000 CULT MEN -TALITY At Warrior Week, businessmen willingly get tortured in hopes of reclaiming masculinity. But is the new guys' movement a flaccid scheme?",https://link.galegroup.com/apps/doc/A495503829/SPN.SP01?u=nypl&sid=SPN.SP01&xid=563d7df9,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,June,True,ISIS's Manila boast But cops deny killer tie,https://link.galegroup.com/apps/doc/A494428110/SPN.SP01?u=nypl&sid=SPN.SP01&xid=29dea40e,2017,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,June,False,Soul beneath his soles,https://link.galegroup.com/apps/doc/A493823980/SPN.SP01?u=nypl&sid=SPN.SP01&xid=ed04b775,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,June,False,Val shows 'em the money,https://link.galegroup.com/apps/doc/A493824596/SPN.SP01?u=nypl&sid=SPN.SP01&xid=a89788b1,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,May,True,'I'm a patriot': train fiend,https://link.galegroup.com/apps/doc/A493682433/SPN.SP01?u=nypl&sid=SPN.SP01&xid=31daa808,2017,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
28,May,True,'A rabid racist' Oregon train-slay fiend a felon: police,https://link.galegroup.com/apps/doc/A493183210/SPN.SP01?u=nypl&sid=SPN.SP01&xid=7c426390,2017,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
28,May,True,'A rabid racist' Oregon train-slay fiend a felon: police,https://link.galegroup.com/apps/doc/A493183230/SPN.SP01?u=nypl&sid=SPN.SP01&xid=e69dfc33,2017,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
28,May,True,'A rabid racist' Oregon train-slay fiend a felon: police,https://link.galegroup.com/apps/doc/A493183234/SPN.SP01?u=nypl&sid=SPN.SP01&xid=c2e492f0,2017,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
27,May,True,New Coptic slaughter,https://link.galegroup.com/apps/doc/A493137863/SPN.SP01?u=nypl&sid=SPN.SP01&xid=bb68a98e,2017,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
27,May,True,When Terror Is 'Normal' EDITORIAL,https://link.galegroup.com/apps/doc/A493137921/SPN.SP01?u=nypl&sid=SPN.SP01&xid=c97c0a58,2017,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
26,May,False,TOP GUN 2! It's really happening. And here's what the stars have been up to,https://link.galegroup.com/apps/doc/A492879451/SPN.SP01?u=nypl&sid=SPN.SP01&xid=3ed41def,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,May,True,Donald: I feel blessed Prez & pope discuss peace in 'honor of a lifetime',https://link.galegroup.com/apps/doc/A492763035/SPN.SP01?u=nypl&sid=SPN.SP01&xid=616c215f,2017,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False
24,May,False,Poor Anna window slopping Crud ruining mag's WTC views,https://link.galegroup.com/apps/doc/A492622411/SPN.SP01?u=nypl&sid=SPN.SP01&xid=147d5cb4,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,May,False,Hack to the future Now is time for young QB to start showing his worth,https://link.galegroup.com/apps/doc/A492622442/SPN.SP01?u=nypl&sid=SPN.SP01&xid=0fdf38a0,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,May,True,Terror in Manchester It's war of good vs. evil Now we have a prez who knows it,https://link.galegroup.com/apps/doc/A492622514/SPN.SP01?u=nypl&sid=SPN.SP01&xid=296e1b47,2017,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False
23,May,True,Trump's Message on Terror: Drive Evil Out of Arab World,https://link.galegroup.com/apps/doc/A492541613/SPN.SP01?u=nypl&sid=SPN.SP01&xid=7fbed70f,2017,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
22,May,True,Islam must fight evil: Trump Saudi speech calls for cooperation vs. terror,https://link.galegroup.com/apps/doc/A492466061/SPN.SP01?u=nypl&sid=SPN.SP01&xid=fd880de9,2017,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False
22,May,True,The Saudi Challenge,https://link.galegroup.com/apps/doc/A492466078/SPN.SP01?u=nypl&sid=SPN.SP01&xid=22a78567,2017,False,False,True,False,False,False,False,True,True,False,True,False,True,True,False
21,May,False,"Terror-ble scene, 'Billions' Outrage at TV show use of 9/11 Memorial",https://link.galegroup.com/apps/doc/A492483242/SPN.SP01?u=nypl&sid=SPN.SP01&xid=75a8e305,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,May,False,Sports Shorts,https://link.galegroup.com/apps/doc/A492483265/SPN.SP01?u=nypl&sid=SPN.SP01&xid=20ba31f9,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,May,False,Pence hails the chief to grads,https://link.galegroup.com/apps/doc/A492483271/SPN.SP01?u=nypl&sid=SPN.SP01&xid=e94e8e41,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,May,True,Prayer cured me: Val Relives cancer battle,https://link.galegroup.com/apps/doc/A491912416/SPN.SP01?u=nypl&sid=SPN.SP01&xid=72885dea,2017,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
16,May,False,SECOND OPINION Confident Hackenberg plans to prove himself to Jets in Year 2,https://link.galegroup.com/apps/doc/A491793766/SPN.SP01?u=nypl&sid=SPN.SP01&xid=81017cb2,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,May,False,SECOND OPINION Confident Hackenberg plans to prove himself in Year 2,https://link.galegroup.com/apps/doc/A491793851/SPN.SP01?u=nypl&sid=SPN.SP01&xid=047dbfaf,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,May,False,Rocketing approval rating,https://link.galegroup.com/apps/doc/A491741668/SPN.SP01?u=nypl&sid=SPN.SP01&xid=6124a377,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,May,False,Combative Don's Va. grad speech 'Trump' university,https://link.galegroup.com/apps/doc/A491741669/SPN.SP01?u=nypl&sid=SPN.SP01&xid=bd8dbe32,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,May,False,Milone makes an Amazin' first impression,https://link.galegroup.com/apps/doc/A491507051/SPN.SP01?u=nypl&sid=SPN.SP01&xid=829d0760,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,May,True,Vile by Jeurys Familia implodes in ninth as Amazin's fall to Giants,https://link.galegroup.com/apps/doc/A491507052/SPN.SP01?u=nypl&sid=SPN.SP01&xid=4a10f3db,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11,May,False,'D' gaffe spoils day for Flores,https://link.galegroup.com/apps/doc/A491507053/SPN.SP01?u=nypl&sid=SPN.SP01&xid=0b8a9611,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,May,False,'D' gaffe spoils day for Flores,https://link.galegroup.com/apps/doc/A491507099/SPN.SP01?u=nypl&sid=SPN.SP01&xid=d883ac38,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,May,True,'How do you kill your own mother?' Twisted tale of manipulator who kept her healthy daughter in a wheelchair,https://link.galegroup.com/apps/doc/A491318504/SPN.SP01?u=nypl&sid=SPN.SP01&xid=f695c5e7,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,May,False,Fight for their rites Students of different faiths increasingly want city schools to recognize their customs. But is the Department of Education going too far to accommodate them?,https://link.galegroup.com/apps/doc/A491262252/SPN.SP01?u=nypl&sid=SPN.SP01&xid=c0d474ad,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,May,False,Words for grief Ma's 'love letter' at fire funeral,https://link.galegroup.com/apps/doc/A491262298/SPN.SP01?u=nypl&sid=SPN.SP01&xid=e97e5937,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,May,False,Thou shalt not ... ... impose taxes for politics on pulpit: Don,https://link.galegroup.com/apps/doc/A491143266/SPN.SP01?u=nypl&sid=SPN.SP01&xid=4a42d280,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,Apr.,False,Stab con's bloody wait,https://link.galegroup.com/apps/doc/A490783723/SPN.SP01?u=nypl&sid=SPN.SP01&xid=f2ae3fd5,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,Apr.,False,Jesus walks into a bar,https://link.galegroup.com/apps/doc/A490783731/SPN.SP01?u=nypl&sid=SPN.SP01&xid=712c71fe,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,Apr.,False,Hot parking space Activist designs on mall stores: forecast,https://link.galegroup.com/apps/doc/A490710898/SPN.SP01?u=nypl&sid=SPN.SP01&xid=a5392c25,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,Apr.,True,FAST TAKES,https://link.galegroup.com/apps/doc/A489958606/SPN.SP01?u=nypl&sid=SPN.SP01&xid=f9f84d9b,2017,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17,Apr.,True,Pray it ain't so Dolan: Easter joy tinged with Christians' peril,https://link.galegroup.com/apps/doc/A489738991/SPN.SP01?u=nypl&sid=SPN.SP01&xid=b98fc0e0,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15,Apr.,True,WEIRD BUT TRUE,https://link.galegroup.com/apps/doc/A489736457/SPN.SP01?u=nypl&sid=SPN.SP01&xid=0a5dfadc,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
13,Apr.,False,"A hate crime? Oh, good Lord Odd charge for church 'thief' mad at God",https://link.galegroup.com/apps/doc/A489427970/SPN.SP01?u=nypl&sid=SPN.SP01&xid=2ca1ba70,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,Apr.,False,First 100 days Spicer: 'I've let the president down',https://link.galegroup.com/apps/doc/A489427977/SPN.SP01?u=nypl&sid=SPN.SP01&xid=369144cd,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,Apr.,True,Egyptians bury their 'angels' Grief day after church massacres,https://link.galegroup.com/apps/doc/A489059879/SPN.SP01?u=nypl&sid=SPN.SP01&xid=e19895bb,2017,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11,Apr.,True,ISIS' Brutal Attack on Christians,https://link.galegroup.com/apps/doc/A489059939/SPN.SP01?u=nypl&sid=SPN.SP01&xid=32829b3d,2017,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
10,Apr.,True,Media City Mean machines,https://link.galegroup.com/apps/doc/A488971798/SPN.SP01?u=nypl&sid=SPN.SP01&xid=96a8a3dc,2017,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10,Apr.,True,ISIS Massacre on Palm Sunday,https://link.galegroup.com/apps/doc/A488971827/SPN.SP01?u=nypl&sid=SPN.SP01&xid=64e80624,2017,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
10,Apr.,True,Islamist terrorists' history of slaughtering Christians,https://link.galegroup.com/apps/doc/A488971828/SPN.SP01?u=nypl&sid=SPN.SP01&xid=42bee23a,2017,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
10,Apr.,True,FAST TAKES,https://link.galegroup.com/apps/doc/A488971840/SPN.SP01?u=nypl&sid=SPN.SP01&xid=d9814b68,2017,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
9,Apr.,True,IN MY LIBRARY GREG ILES,https://link.galegroup.com/apps/doc/A489059723/SPN.SP01?u=nypl&sid=SPN.SP01&xid=b0aa81b7,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,Apr.,False,Pray to (land)lord 9/11 chapel asks rent break to stay open,https://link.galegroup.com/apps/doc/A489059827/SPN.SP01?u=nypl&sid=SPN.SP01&xid=0e3d84ed,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Apr.,False,Relationship rules might just save the day,https://link.galegroup.com/apps/doc/A488693782/SPN.SP01?u=nypl&sid=SPN.SP01&xid=46985d4f,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Apr.,True,Sports Shorts,https://link.galegroup.com/apps/doc/A488404690/SPN.SP01?u=nypl&sid=SPN.SP01&xid=2cc09e4f,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,Apr.,False,'Art'-breaker Furor over gal's tie to Met boss,https://link.galegroup.com/apps/doc/A488404717/SPN.SP01?u=nypl&sid=SPN.SP01&xid=26d8e200,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Apr.,False,Sightings . .,https://link.galegroup.com/apps/doc/A488225809/SPN.SP01?u=nypl&sid=SPN.SP01&xid=8a9faf69,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Apr.,False,Prison heave-Ho Decriminalize prostitution: Rikers panel,https://link.galegroup.com/apps/doc/A488225818/SPN.SP01?u=nypl&sid=SPN.SP01&xid=e67e5111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Apr.,False,No 'vice' in Mike's life,https://link.galegroup.com/apps/doc/A488225827/SPN.SP01?u=nypl&sid=SPN.SP01&xid=ed6e6038,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Apr.,False,Adam and peeved Muslim-school teach nixed for showing portrait of 'myth',https://link.galegroup.com/apps/doc/A488260268/SPN.SP01?u=nypl&sid=SPN.SP01&xid=c8d156c2,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,Mar.,False,First 100 days Press gets heap o' prays,https://link.galegroup.com/apps/doc/A487951223/SPN.SP01?u=nypl&sid=SPN.SP01&xid=f4287c8b,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,Mar.,True,March mad Tourney gets notice over NCAA sins EQUAL TIME,https://link.galegroup.com/apps/doc/A487951254/SPN.SP01?u=nypl&sid=SPN.SP01&xid=4c4a61b5,2017,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,Mar.,False,Sports Shorts,https://link.galegroup.com/apps/doc/A487613205/SPN.SP01?u=nypl&sid=SPN.SP01&xid=1aa69661,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,Mar.,False,The soviet spy who loved usa I was the perfect KGB agent - until I fell for the enemy,https://link.galegroup.com/apps/doc/A487310412/SPN.SP01?u=nypl&sid=SPN.SP01&xid=a6a8adf0,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,Mar.,False,Celebs keep trying to act as film directors,https://link.galegroup.com/apps/doc/A486747500/SPN.SP01?u=nypl&sid=SPN.SP01&xid=7bca2898,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,Mar.,False,Marathon effort,https://link.galegroup.com/apps/doc/A485836991/SPN.SP01?u=nypl&sid=SPN.SP01&xid=1aa4cc24,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,Mar.,False,'Veep'ing the details straight,https://link.galegroup.com/apps/doc/A485566977/SPN.SP01?u=nypl&sid=SPN.SP01&xid=c08857d4,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,Mar.,False,Karns in lead for No. 5 spot,https://link.galegroup.com/apps/doc/A485193861/SPN.SP01?u=nypl&sid=SPN.SP01&xid=f72846a9,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Mar.,False,Porn then & born again Quits XXX to preach,https://link.galegroup.com/apps/doc/A484634287/SPN.SP01?u=nypl&sid=SPN.SP01&xid=4dccdfbb,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,Mar.,False,Say good night BC,https://link.galegroup.com/apps/doc/A484472042/SPN.SP01?u=nypl&sid=SPN.SP01&xid=61427262,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Mar.,False,ALL ACCESS PASS Breaking down nation's best conference as it gets set to battle in Brooklyn,https://link.galegroup.com/apps/doc/A484328641/SPN.SP01?u=nypl&sid=SPN.SP01&xid=0c0816cd,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Mar.,False,"Pick heaven, not 'cell': pope",https://link.galegroup.com/apps/doc/A484184185/SPN.SP01?u=nypl&sid=SPN.SP01&xid=ceedb3eb,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Mar.,False,HEAD OF THE GLASS Hall's board-grabbing maven has rebounded well from tough start to days in U.S.,https://link.galegroup.com/apps/doc/A484184246/SPN.SP01?u=nypl&sid=SPN.SP01&xid=4571536a,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,Mar.,False,Give it up already! NYers quit political bickering for Lent,https://link.galegroup.com/apps/doc/A484201923/SPN.SP01?u=nypl&sid=SPN.SP01&xid=8a0ea60b,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,Mar.,False,Just give it up already! NYers quit bickering about politics for Lent,https://link.galegroup.com/apps/doc/A484201999/SPN.SP01?u=nypl&sid=SPN.SP01&xid=fd25ffb0,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,Mar.,False,SERBY'S SUNDAY Q & A WITH ... Kevin WILLARD,https://link.galegroup.com/apps/doc/A484202023/SPN.SP01?u=nypl&sid=SPN.SP01&xid=5373148f,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Mar.,False,Busted-light drug arrest Parolee killer nab,https://link.galegroup.com/apps/doc/A484157536/SPN.SP01?u=nypl&sid=SPN.SP01&xid=502359a1,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,Feb.,False,First 100 days Witch hunt vs. DJT,https://link.galegroup.com/apps/doc/A483096522/SPN.SP01?u=nypl&sid=SPN.SP01&xid=3bdcbbb0,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,Feb.,True,FAST TAKES,https://link.galegroup.com/apps/doc/A482216699/SPN.SP01?u=nypl&sid=SPN.SP01&xid=2b4d5f60,2017,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
21,Feb.,True,Hunting Christians We're coming for Egypt Copts: ISIS,https://link.galegroup.com/apps/doc/A481908219/SPN.SP01?u=nypl&sid=SPN.SP01&xid=74ac4101,2017,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
19,Feb.,False,'ABORT' ICON DIES The 'Roe' who sued Wade was 69 Obituary,https://link.galegroup.com/apps/doc/A481913227/SPN.SP01?u=nypl&sid=SPN.SP01&xid=247955d0,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,Feb.,False,Green ripped for 'slave' comment,https://link.galegroup.com/apps/doc/A481867829/SPN.SP01?u=nypl&sid=SPN.SP01&xid=6353e77f,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,Feb.,False,STILL FIRING SHOTS Ex-NBAer: Oak needs to stop being a bully,https://link.galegroup.com/apps/doc/A481542832/SPN.SP01?u=nypl&sid=SPN.SP01&xid=c777c9ef,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,Feb.,False,FASHION WEEK'S GRAPHIC JAM Bold splashes of color and patterns put pop into shows,https://link.galegroup.com/apps/doc/A481168236/SPN.SP01?u=nypl&sid=SPN.SP01&xid=ad8b3939,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,Feb.,False,"A 'super' hero Bldg. worker saves mom, kids from fire",https://link.galegroup.com/apps/doc/A481008594/SPN.SP01?u=nypl&sid=SPN.SP01&xid=09f6dc6b,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,Feb.,False,NYC's great ball of China,https://link.galegroup.com/apps/doc/A481008640/SPN.SP01?u=nypl&sid=SPN.SP01&xid=002afab4,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Feb.,False,"Lights, camera, action!",https://link.galegroup.com/apps/doc/A480604370/SPN.SP01?u=nypl&sid=SPN.SP01&xid=1372164c,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Feb.,False,Isle Strangle NY gal's clothing used in Panama murder,https://link.galegroup.com/apps/doc/A480494949/SPN.SP01?u=nypl&sid=SPN.SP01&xid=e057e9f2,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Feb.,False,"Bey to go, girl!",https://link.galegroup.com/apps/doc/A479893806/SPN.SP01?u=nypl&sid=SPN.SP01&xid=1efd12d2,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
